Suburb,State,Latitude,Longitude
DENNINGTON,VIC,-38.355166,142.4336418
DENNNINGTON,VIC,,
DERBY,WA,-17.3031912,123.6287226
DERNANCOURT,SA,-34.86198,138.6765806
DERRIMUT,VIC,-37.7987978,144.776051
DERRINALLUM,VIC,-37.958877,143.1754107
DERWENT PARK,TAS,-42.8336875,147.2889628
DEVON MEADOWS,VIC,-38.1620178,145.3024933
DEVONPORT,TAS,-41.1797561,146.3613011
DHARRUK,NSW,-33.7480556,150.8147222
DIAMOND BEACH,NSW,-32.0428503,152.5382994
DIAMOND CREEK,VIC,-37.6733272,145.1588075
DIANELLA,WA,-31.8941978,115.8714367
DICKSON,ACT,-35.2527861,149.1417216
DIGGERS REST,VIC,-37.6275995,144.7200075
DIMBOOLA,VIC,-36.4554409,142.0270495
DIMBULAH,QLD,-17.203011,145.0517688
DINGEE,VIC,-36.3727475,144.2125
DINGLEY VILLAGE,VIC,-37.9755762,145.1256478
DINGO,QLD,-23.621752,149.3125759
DIRRANBANDI,QLD,-28.5100865,148.0688991
DOCKLANDS,VIC,-37.8175423,144.9394923
DODGES FERRY,TAS,-42.8536012,147.6218539
DOLLS POINT,NSW,-33.9936111,151.1447222
DON VALLEY,VIC,-37.7608659,145.5868732
DONALD,VIC,-36.3701184,142.9830851
DONCASTER,VIC,-37.7848299,145.1238431
DONCASTER EAST,VIC,-37.7788744,145.1638815
DONNYBROOK,VIC,-37.5419879,144.9702272
DONNYBROOK,WA,-33.5773757,115.8251293
DONVALE,VIC,-37.7898094,145.1914915
DOOKIE,VIC,-36.33336,145.7103414
DOOLANDELLA,QLD,-27.6170218,152.982537
DOOMADGEE,QLD,-17.7451694,138.7414196
DOONAN,QLD,-26.4522855,153.0060232
DOONSIDE,NSW,-33.7549501,150.8685985
DOREEN,VIC,-37.5963874,145.1428928
DORRIGO,NSW,-30.3399677,152.7120341
DOUBLE BAY,NSW,-33.8766373,151.24245
DOUBLEVIEW,WA,-31.8951465,115.7786901
DOUGLAS,QLD,-16.3093589,145.3485275
DOUGLAS PARK,NSW,-34.19,150.7011111
DOVER,TAS,-43.3142328,147.0170593
DOVER GARDENS,SA,-35.023994,138.5369482
DOVER HEIGHTS,NSW,-33.8739831,151.2810366
DOVETON,VIC,-37.9887542,145.2385975
DOWERIN,WA,-31.1157355,117.0881015
DOWNER,ACT,-35.2438315,149.1435455
DRAYTON,QLD,-27.5954836,151.9110503
DREWVALE,QLD,-27.648265,153.0551045
DRIVER,NT,-12.4846409,130.9737039
DROMANA,VIC,-38.3418285,144.9655838
DROUIN,VIC,-38.1361683,145.8564344
DROUIN EAST,VIC,-38.124111,145.8900108
DROUIN WEST,VIC,-38.0794025,145.8670953
DRUMMOYNE,NSW,-33.8520678,151.153689
DRYSDALE,VIC,-38.1728304,144.5710723
DUBBO,NSW,-32.2478964,148.6026502
DUBBO WEST,NSW,-32.2483174,148.5844392
DUDLEY,NSW,-32.9890099,151.7192954
DUDLEY PARK,WA,-32.5492158,115.7351048
DUFFY,ACT,-35.3345516,149.0318996
DUFFYS FOREST,NSW,-33.6733265,151.1927796
DULACCA,QLD,-26.696213,149.772171
DULWICH HILL,NSW,-33.9045849,151.1386091
DUNALLEY,TAS,-42.8898228,147.8045263
DUNCRAIG,WA,-31.8314627,115.7788108
DUNDAS,NSW,-33.802949,151.0440587
DUNDAS VALLEY,NSW,-33.7936744,151.0559069
DUNEDOO,NSW,-32.0182197,149.3921517
DUNGOG,NSW,-32.3472009,151.6262439
DUNKELD,VIC,-37.6494468,142.3441635
DUNMORE,NSW,-34.6057391,150.8434887
DUNOLLY,VIC,-36.8590029,143.7337931
DUNOON,NSW,-28.6840311,153.3154089
DUNSBOROUGH,WA,-33.614656,115.1065921
DUNWICH,QLD,-27.4983605,153.4049387
DURACK,NT,-12.475085,130.973005
DURACK,QLD,-27.591662,152.985997
DURAL,NSW,-33.6876398,151.0267199
DUTTON PARK,QLD,-27.4948625,153.025901
DYSART,QLD,-22.526545,148.3173113
Dingley Village,VIC,-37.9755762,145.1256478
EAGLE FARM,QLD,-27.4319245,153.089872
EAGLE POINT,VIC,-37.8879707,147.7047701
EAGLE VALE,NSW,-34.0377778,150.8111111
EAGLEBY,QLD,-27.7030065,153.2181428
EAGLEHAWK,VIC,-36.7077015,144.2632351
EARLVILLE,QLD,-16.9462685,145.7270251
EARLWOOD,NSW,-33.9247222,151.1313889
EAST ALBURY,NSW,-36.0836038,146.9301371
EAST BALLINA,NSW,-28.8595562,153.5832729
EAST BENDIGO,VIC,-36.7346155,144.3282904
EAST BRISBANE,QLD,-27.483124,153.0464312
EAST BRUNSWICK,VIC,-37.7688802,144.9776825
EAST BUNBURY,WA,-33.3385365,115.6582483
EAST CANNINGTON,WA,-32.00822,115.9584
EAST CORRIMAL,NSW,-34.3775,150.9116667
EAST FREMANTLE,WA,-32.035363,115.7687804
EAST GEELONG,VIC,-38.1555531,144.3801967
EAST GOSFORD,NSW,-33.4316667,151.3511111
EAST GRIFFITH,NSW,-34.2861688,146.0618603
EAST HILLS,NSW,-33.960853,150.9879189
EAST INNISFAIL,QLD,-17.532108,146.0352532
EAST IPSWICH,QLD,-27.6064915,152.7760411
EAST KILLARA,NSW,-33.7540328,151.1762055
EAST KURRAJONG,NSW,-33.515,150.7677778
EAST LAUNCESTON,TAS,-41.4393032,147.1534652
EAST LINDFIELD,NSW,-33.7674175,151.1874672
EAST LISMORE,NSW,-28.8216638,153.2884783
EAST MAITLAND,NSW,-32.7575206,151.5854642
EAST MALVERN,VIC,-37.8768464,145.0691723
EAST MELBOURNE,VIC,-37.812498,144.9858851
EAST PERTH,WA,-31.954341,115.8778894
EAST SALE,VIC,-38.1040065,147.1420875
EAST SIDE,NT,-23.6921,133.899
EAST TAMWORTH,NSW,-31.0894444,150.9436111
EAST TOOWOOMBA,QLD,-27.5608158,151.9672684
EAST VICTORIA PARK,WA,-31.9842427,115.9028513
EAST WAGGA WAGGA,NSW,-35.1305838,147.4050207
EASTERN CREEK,NSW,-33.8059423,150.849956
EASTERN HEIGHTS,QLD,-27.6260545,152.7769992
EASTLAKES,NSW,-33.9310733,151.2113667
EASTWOOD,NSW,-33.79,151.0844444
EASTWOOD,SA,-34.9422665,138.6217189
EASTWOOD,VIC,-37.8131855,147.6338173
EATON,NT,-12.414596,130.8822985
EATON,WA,-33.3086615,115.7246455
EATONS HILL,QLD,-27.3408195,152.9384424
EBENEZER,NSW,-33.5166293,150.8874434
ECHUCA,VIC,-36.1281405,144.7516955
ECHUCA SOUTH,VIC,-36.2896425,144.7838455
ECHUNGA,SA,-35.1035857,138.7961057
EDEN,NSW,-37.0640494,149.9035118
EDEN HILL,WA,-31.8910455,115.943861
EDEN HILLS,SA,-35.0210612,138.5956889
EDENHOPE,VIC,-37.0373011,141.2903039
EDENS LANDING,QLD,-27.6981039,153.1709432
EDENSOR PARK,NSW,-33.8802849,150.8762602
EDGE HILL,QLD,-16.900591,145.7444187
EDGECLIFF,NSW,-33.8797692,151.2361116
EDGEWATER,WA,-31.76322,115.7818
EDGEWORTH,NSW,-32.9197222,151.6311111
EDITHVALE,VIC,-38.0365104,145.107552
EDMONDSON PARK,NSW,-33.9628336,150.8563294
EDMONSON PARK,NSW,-33.9453505,150.8426659
EDMONTON,QLD,-17.0153465,145.740943
EDWARDSTOWN,SA,-34.9802157,138.5694275
EGLINTON,NSW,-33.3760969,149.5434394
EGLINTON,WA,-31.5836681,115.6725389
EIDSVOLD,QLD,-25.3712138,151.1227645
EIGHT MILE PLAINS,QLD,-27.5804725,153.0884044
EILDON,VIC,-37.2327565,145.910156
EIMEO,QLD,-21.045828,149.1739137
EKIBIN,QLD,-27.5248069,153.0548342
ELANORA,QLD,-28.126998,153.4591428
ELANORA HEIGHTS,NSW,-33.6994613,151.2750587
ELDERSLIE,NSW,-34.0590289,150.715403
ELEEBANA,NSW,-32.9955515,151.6344322
ELERMORE VALE,NSW,-32.915,151.6677778
ELI WATERS,QLD,-25.271442,152.8028702
ELIMBAH,QLD,-27.0113727,152.9438
ELIZABETH,SA,-34.7202612,138.6693371
ELIZABETH DOWNS,SA,-34.6993155,138.6935867
ELIZABETH GROVE,SA,-34.7362048,138.6703138
ELIZABETH NORTH,SA,-34.7008443,138.6770148
ELIZABETH PARK,SA,-34.7123891,138.6852025
ELIZABETH SOUTH,SA,-34.7311441,138.6559308
ELIZABETH VALE,SA,-34.7489643,138.6676385
ELLENBROOK,WA,-31.782739,115.9665616
ELLIMINYT,VIC,-38.3673988,143.5828729
ELLISTON,SA,-33.5402435,135.3849446
ELMORE,VIC,-36.4930434,144.6091244
ELSTERNWICK,VIC,-37.8849937,145.0010231
ELTHAM,VIC,-37.713736,145.147673
ELTHAM NORTH,VIC,-37.6978921,145.1417807
ELWOOD,VIC,-37.8788568,144.9855487
EMBLETON,WA,-31.90378,115.9104
EMERALD,QLD,-23.5263118,148.1618622
EMERALD,VIC,-37.9321414,145.4407189
EMERALD BEACH,NSW,-30.1694411,153.1880565
EMPIRE BAY,NSW,-33.4955579,151.3621147
EMU HEIGHTS,NSW,-33.7372235,150.6511051
EMU PARK,QLD,-23.2493245,150.8129435
EMU PLAINS,NSW,-33.7483333,150.6677778
ENDEAVOUR HILLS,VIC,-37.9702665,145.2563443
ENFIELD,NSW,-33.8900628,151.0959145
ENFIELD,SA,-34.8606457,138.6053811
ENFILED,SA,,
ENGADINE,NSW,-34.0650134,151.0138225
ENGLORIE PARK,NSW,-34.0806577,150.7950629
ENMORE,NSW,-33.8996968,151.170986
ENOGGERA,QLD,-27.4263185,152.9743221
EPPING,NSW,-33.7718546,151.0745367
EPPING,VIC,-37.6523847,145.0315487
EPPING NORTH,VIC,-37.62734,145.0074724
EPSOM,VIC,-36.699897,144.30901
ERICA,VIC,-37.976153,146.3801384
ERINA,NSW,-33.44,151.3927778
ERINA HEIGHTS,NSW,-33.4272222,151.4138889
ERINDALE,SA,-34.9288917,138.6638814
ERMINGTON,NSW,-33.8101156,151.0600559
ERSKINE,WA,-32.5624396,115.6894254
ERSKINE PARK,NSW,-33.8086111,150.8013889
ERSKINEVILLE,NSW,-33.9021718,151.1859881
ESCHOL PARK,NSW,-34.0316667,150.8011111
ESK,QLD,-27.2398683,152.4220194
ESPERANCE,WA,-33.858228,121.8931606
ESSENDON,VIC,-37.7498293,144.9109062
ESSENDON FIELDS,VIC,-37.7269212,144.9004134
ESSENDON NORTH,VIC,-37.7384762,144.9012027
ESTELLA,NSW,-35.0731523,147.3534304
ESTELLA WAGGA WAGGA,NSW,-35.0731523,147.3534304
ETHELTON,SA,-34.8488333,138.4901309
ETTALONG,NSW,-33.5170063,151.3416433
EUDUNDA,SA,-34.1741326,139.0848966
EUGOWRA,NSW,-33.4290506,148.3708456
EUMEMMERRING,VIC,-37.9985273,145.2469497
EUMUNDI,QLD,-26.4660905,152.9563658
EUNGAI CREEK,NSW,-30.8297653,152.8770529
EUNGELLA,QLD,-21.128931,148.4773931
EUREKA,VIC,-37.56418,143.8822048
EUROA,VIC,-36.773286,145.582931
EUSTON,NSW,-34.5761974,142.7450109
EVANDALE,SA,-34.9055202,138.6354131
EVANDALE,TAS,-41.5686543,147.2502409
EVANS HEAD,NSW,-29.1174093,153.4312097
EVANSTON,SA,-34.6205715,138.7326159
EVANSTON GARDENS,SA,-34.6281174,138.7199248
EVANSTON PARK,SA,-34.6290775,138.7484014
EVANSTON SOUTH,SA,-34.6480626,138.726043
EVATT,ACT,-35.211832,149.068948
EVELEIGH,NSW,-33.895,151.1913889
EVERARD PARK,SA,-34.9541293,138.5746832
EVERTON,VIC,-36.442907,146.5618738
EVERTON HILLS,QLD,-27.3903485,152.969018
EVERTON PARK,QLD,-27.3982798,152.9875259
EXETER,NSW,-34.6136916,150.3174016
EXETER,TAS,-41.298969,146.9532465
EXFORD,VIC,-37.730112,144.5433585
EXMOUTH,WA,-21.9324401,114.1258094
EXPORT PARK,SA,-34.9346897,138.5408531
EYNESBURY,VIC,-37.7908381,144.5561657
EYRE,SA,-34.688566,138.6507761
FADDEN,ACT,-35.4018617,149.1176101
FAIRFIELD,NSW,-33.8674403,150.8893222
FAIRFIELD,VIC,-37.7791763,145.0169241
FAIRFIELD HEIGHTS,NSW,-33.8662814,150.9395106
FAIRFIELD WATERS TOWNSVILLE,QLD,-19.3137508,146.8148322
FAIRFIELD WEST,NSW,-33.8689308,150.9243383
FAIRLIGHT,NSW,-33.7938789,151.2741471
FAIRVIEW PARK,SA,-34.80037,138.7287703
FAIRY MEADOW,NSW,-34.3934364,150.8936267
FALCON,WA,-32.5850645,115.6700332
FALLS CREEK,NSW,-34.9816667,150.5844444
FALLS CREEK,VIC,-36.878683,147.2441791
FARMBOROUGH HEIGHTS,NSW,-34.4567151,150.8168847
FARNBOROUGH,QLD,-23.0268595,150.7855218
FARRAR,NT,-12.478,130.991
FARRER,ACT,-35.3766895,149.1050381
FASSIFERN,NSW,-32.9872222,151.5844444
FAULCONBRIDGE,NSW,-33.7005603,150.535599
FAWKNER,VIC,-37.7146535,144.9605402
FELIXSTOW,SA,-34.8890189,138.6469594
FERN BAY,NSW,-32.8641667,151.8122222
FERNTREE GULLY,VIC,-37.8815825,145.2951466
FERNVALE,QLD,-27.457396,152.6601197
FERNY CREEK,VIC,-37.8752857,145.3350823
FERNY GROVE,QLD,-27.4030685,152.9278735
FERNY HILLS,QLD,-27.3917435,152.9237131
FIG TREE POCKET,QLD,-27.5292959,152.9620949
FIGTREE,NSW,-34.4307377,150.8487279
FINDON,SA,-34.899463,138.5314438
FINLEY,NSW,-35.6446552,145.5780957
FISH CREEK,VIC,-38.6943957,146.0842971
FITZGIBBON,QLD,-27.34149,153.032731
FITZROY,SA,-34.8969216,138.5913138
FITZROY,VIC,-37.8010382,144.9792611
FITZROY CROSSING,WA,-18.1930007,125.5668349
FITZROY NORTH,VIC,-37.7833316,144.9837074
FIVE DOCK,NSW,-33.8690024,151.1290231
FLAGSTAFF HILL,SA,-35.0486099,138.5852223
FLAGSTONE,QLD,-27.807107,152.9489264
FLEMINGTON,VIC,-37.7867587,144.9193668
FLETCHER,NSW,-32.865,151.6344444
FLINDERS,NSW,-34.580956,150.846003
FLINDERS,VIC,-38.473312,145.0187057
FLINDERS ISLAND,TAS,-39.9967743,148.089437
FLINDERS PARK,SA,-34.9102468,138.5432009
FLINDERS VIEW,QLD,-27.6516505,152.7810788
FLORAVILLE,NSW,-33.010596,151.6634863
FLOREAT,WA,-31.9392096,115.7939626
FLOREY,ACT,-35.2257904,149.0501748
FLOWERDALE,VIC,-37.3297645,145.3034237
FLYNN,ACT,-35.2058369,149.0440634
FOOTSCRAY,VIC,-37.7981339,144.897345
FORBES,NSW,-33.378772,147.9534388
FORDE,ACT,-35.168224,149.1460688
FOREST GLEN,QLD,-26.6768255,153.0113879
FOREST HILL,NSW,-35.1483333,147.4677778
FOREST HILL,QLD,-27.582465,152.3627515
FOREST HILL,VIC,-37.8362738,145.1690911
FOREST LAKE,QLD,-27.6228769,152.9702476
FOREST LODGE,NSW,-33.8805556,151.1783333
FORESTDALE,QLD,-27.6638427,153.0058597
FORESTVILLE,NSW,-33.7620891,151.2150889
FORREST,ACT,-35.3172087,149.1248559
FORREST,VIC,-38.5186424,143.7164632
FORRESTDALE,WA,-32.1504796,115.9378093
FORRESTERS BEACH,NSW,-33.4066667,151.4761111
FORRESTFIELD,WA,-31.954628,115.9921995
FORSTER,NSW,-32.1820852,152.5131155
FORTH,TAS,-41.1884961,146.2502588
FORTITUDE VALLEY,QLD,-27.4572735,153.0362663
FOSTER,VIC,-38.6509683,146.20186
FOUNTAINDALE,NSW,-33.34,151.3927778
FRANKLIN,ACT,-35.1994538,149.1433014
FRANKSTON,VIC,-38.150925,145.142239
FRANKSTON NORTH,VIC,-38.1228524,145.1609788
FRANKSTON SOUTH,VIC,-38.1765027,145.1295641
FRASER,ACT,-35.1917124,149.0453179
FRASER RISE,VIC,-37.7059863,144.7174013
FREDERICKTON,NSW,-31.0316667,152.8677778
FREDS PASS,NT,-12.5317755,131.0476263
FREELING,SA,-34.4523377,138.8131911
FREEMANS REACH,NSW,-33.5632311,150.8024693
FREMANTLE,WA,-32.0520228,115.7452187
FRENCHS FOREST,NSW,-33.7479954,151.2292718
FRENCHVILLE,QLD,-23.344647,150.5481721
FRESHWATER,NSW,-33.7750987,151.2844815
FRESHWATER,QLD,-16.8838645,145.7132675
FRESHWATER CREEK,VIC,-38.2565704,144.2753824
FULHAM,SA,-34.9273551,138.5136809
FULHAM GARDENS,SA,-34.9148333,138.5132516
FULLARTON,SA,-34.9540475,138.6263553
FURNISSDALE,WA,-32.5596515,115.7721837
FYSHWICK,ACT,-35.3216575,149.1708774
Forrestfield,WA,-31.954628,115.9921995
GALIWINKU,NT,-12.0103775,135.5871054
GALSTON,NSW,-33.6467002,151.0642498
GANMAIN,NSW,-34.7929376,147.0379736
GAPUWIYAK,NT,-12.5035105,135.7962518
GARBUTT,QLD,-19.255792,146.7709268
GARDEN SUBURB,NSW,-32.9466667,151.6786111
GARFIELD,VIC,-38.0898677,145.676222
GARRAN,ACT,-35.3413973,149.1085392
GATESHEAD,NSW,-32.9816667,151.6927778
GATTON,QLD,-27.5615314,152.2791353
GAVEN,QLD,-27.951537,153.3334379
GAWLER,SA,-34.5973311,138.7448933
GAWLER EAST,SA,-34.6026825,138.7644187
GAWLER SOUTH,SA,-34.6113607,138.7498301
GAYNDAH,QLD,-25.6268775,151.6370233
GAYTHORNE,QLD,-27.4192267,152.9849743
GEEBUNG,QLD,-27.3686814,153.0472237
GEELONG,VIC,-38.1493248,144.3598241
GEELONG EAST,VIC,-38.1555531,144.3801967
GEELONG NORTH,VIC,-38.1153761,144.3508074
GEELONG WEST,VIC,-38.1392967,144.3450387
GEEVESTON,TAS,-43.1637889,146.9275129
GELORUP,WA,-33.425012,115.6407959
GEMBROOK,VIC,-37.9527594,145.550276
GEORGE TOWN,TAS,-41.1050157,146.8238459
GEORGES HALL,NSW,-33.9128804,150.9824134
GEORGETOWN,QLD,-18.2897926,143.5476606
GERALDTON,WA,-28.77035,114.6147159
GERRINGONG,NSW,-34.7461982,150.8278546
GILGANDRA,NSW,-31.6325819,148.7044489
GILLEN,NT,-23.711,133.866
GILLES PLAINS,SA,-34.8500456,138.6590628
GILLIESTON HEIGHTS,NSW,-32.7613136,151.5291563
GILMORE,ACT,-35.4150113,149.1382782
GILSTON,QLD,-28.028847,153.3128784
GIN GIN,QLD,-24.9756005,151.9521614
GINGIN,WA,-31.3441233,115.9076557
GIRALANG,ACT,-35.2109388,149.0959916
GIRGARRE,VIC,-36.3927295,144.9706298
GIRRAWEEN,NSW,-33.7983305,150.9427707
GIRRAWEEN,NT,-12.524085,131.092505
GIRRAWHEEN,WA,-31.8418128,115.8402759
GIRU,QLD,-19.4811495,147.1341587
GISBORNE,VIC,-37.486723,144.5904237
GLADESVILLE,NSW,-33.8275,151.1263889
GLADSTONE,QLD,-23.8431724,151.256132
GLADSTONE,SA,-33.2682232,138.35364
GLADSTONE CENTRAL,QLD,-23.84128,151.2461867
GLADSTONE PARK,VIC,-37.6898311,144.8944658
GLADSTONE WEST,QLD,-23.858253,151.2481465
GLADYSDALE,VIC,-37.841743,145.6353283
GLANDORE,SA,-34.9615032,138.5683445
GLASSHOUSE MOUNTAINS,QLD,-26.899635,152.9565247
GLEBE,NSW,-33.8777782,151.1862377
GLEDSWOOD HILLS,NSW,-34.0102826,150.78002
GLEN FORREST,WA,-31.9077456,116.1027118
GLEN HUNTLY,VIC,-37.8923791,145.0413689
GLEN INNES,NSW,-29.7379146,151.7356326
GLEN IRIS,VIC,-37.855814,145.0646117
GLEN IRIS,WA,-33.3414485,115.6829153
GLEN OSMOND,SA,-34.9594803,138.6489781
GLEN WAVERLEY,VIC,-37.8795908,145.1622405
GLEN WILLIAM,NSW,-32.5139459,151.7974121
GLENALTA,SA,-35.0119208,138.6282242
GLENBROOK,NSW,-33.7670661,150.622492
GLENCOE,SA,-37.6763093,140.6056156
GLENDALE,NSW,-32.9288889,151.6505556
GLENDALOUGH,WA,-31.9151316,115.8231889
GLENDEN,QLD,-21.347402,148.1189553
GLENDENNING,NSW,-33.7483333,150.8511111
GLENEAGLE,QLD,-27.9405645,152.9620301
GLENELG,SA,-34.9803673,138.5143342
GLENELG  ,SA,-34.9803673,138.5143342
GLENELG EAST,SA,-34.9816292,138.5258321
GLENELG NORTH,SA,-34.9687529,138.5180699
GLENELLA,QLD,-21.1142855,149.1345087
GLENFIELD,NSW,-33.9722422,150.8930882
GLENFIELD PARK,NSW,-35.1371803,147.3340324
GLENGARRY,VIC,-38.127144,146.6418779
GLENGOWRIE,SA,-34.9873641,138.5335468
GLENHAVEN,NSW,-33.7027383,151.0008049
GLENMORE PARK,NSW,-33.7887972,150.669496
GLENORCHY,TAS,-42.8339024,147.274444
GLENORIE,NSW,-33.6020739,151.0105163
GLENREAGH,NSW,-30.0512669,152.9817024
GLENROWAN,VIC,-36.4622687,146.2256668
GLENROY,NSW,-36.0600275,146.9102974
GLENROY,VIC,-37.7044232,144.9173351
GLENSIDE,SA,-34.9427375,138.6337521
GLENVALE,QLD,-27.568535,151.89301
GLENVIEW,QLD,-26.7694755,153.0203416
GLENWOOD,NSW,-33.7331483,150.928232
GLOSSODIA,NSW,-33.5334431,150.7853962
GLOSSOP,SA,-34.2700936,140.5279132
GLOUCESTER,NSW,-32.0067278,151.9595082
GLYNDE,SA,-34.8960474,138.652531
GOL GOL,NSW,-34.1788829,142.2233254
GOLDEN BAY,WA,-32.4292934,115.7557307
GOLDEN BEACH,QLD,-26.8156844,153.1197588
GOLDEN GROVE,SA,-34.7773871,138.7290659
GOLDEN SQUARE,VIC,-36.774976,144.2543645
GOOBURRUM,QLD,-24.823055,152.3314915
GOODNA,QLD,-27.608852,152.8927727
GOODOOGA,NSW,-29.1136981,147.4521293
GOODWOOD,SA,-34.9510599,138.5925347
GOOGONG,NSW,-35.422209,149.2363805
GOOLGOWI,NSW,-33.9811974,145.7060068
GOOLWA,SA,-35.5020818,138.7820507
GOOMALLING,WA,-31.237057,116.787039
GOOMBOORIAN,QLD,-26.082493,152.781757
GOONDIWINDI,QLD,-28.463433,150.2886154
GOONELLABAH,NSW,-28.815,153.3177777
GOORNONG,VIC,-36.6153222,144.5050338
GOOSEBERRY HILL,WA,-31.954209,116.0488149
GORDON,ACT,-35.4567263,149.0850656
GORDON,NSW,-33.7553899,151.1518099
GORDON,VIC,-37.5812116,144.1079005
GORDON EAST,NSW,-33.7504841,151.1660691
GORDON PARK,QLD,-27.4170035,153.0274029
GORDONVALE,QLD,-17.0981626,145.7759747
GORMANDALE,VIC,-38.3033125,146.7013632
GOROKAN,NSW,-33.2562494,151.5140288
GOROKE,VIC,-36.662693,141.4709638
GOSFORD,NSW,-33.4240979,151.3411475
GOSNELLS,WA,-32.0673135,115.9977304
GOULBURN,NSW,-34.7523871,149.7198009
GOWANBRAE,VIC,-37.7027183,144.8975976
GOWRIE,ACT,-35.4118165,149.1091063
GOWRIE JUNCTION,QLD,-27.4940215,151.8813343
GRACEMERE,QLD,-23.4576095,150.4534905
GRACEVILLE,QLD,-27.5214645,152.9814787
GRAFTON,NSW,-29.6816773,152.9336357
GRAFTON SOUTH,NSW,-29.7130224,152.9374417
GRAHAMVALE,VIC,-36.3518425,145.4379479
GRANGE,QLD,-27.421631,153.015825
GRANGE,SA,-34.8991361,138.498079
GRANTHAM FARM,NSW,-33.6630125,150.8726952
GRANVILLE,NSW,-33.8345097,151.0060111
GRANVILLE,QLD,-25.540086,152.7258007
GRAY,NT,-12.4918456,130.9791964
GRAYS POINT,NSW,-34.0591451,151.0786995
GREEN POINT,NSW,-33.465,151.3594444
GREEN VALLEY,NSW,-33.9024601,150.8674187
GREENACRE,NSW,-33.9022902,151.058546
GREENACRES,SA,-34.8686048,138.6281249
GREENBANK,QLD,-27.6928305,152.9655989
GREENFIELD PARK,NSW,-33.8752778,150.8919444
GREENFIELDS,WA,-32.5234919,115.7622058
GREENHILL,NSW,-31.0469444,152.8038889
GREENMOUNT,WA,-31.9018437,116.049647
GREENSBOROUGH,VIC,-37.7037383,145.1079105
GREENSLOPES,QLD,-27.5088321,153.0529626
GREENVALE,VIC,-37.6377329,144.8810975
GREENWAY,ACT,-35.4158082,149.0648149
GREENWICH,NSW,-33.8300104,151.1855621
GREENWITH,SA,-34.7651613,138.7106607
GREENWOOD,WA,-31.818598,115.7832431
GREGORY HILLS,NSW,-34.0276788,150.776302
GRENFELL,NSW,-33.8967902,148.160764
GRETA,NSW,-32.6866741,151.3841142
GRETA SOUTH,VIC,-36.6514085,146.2455074
GREYSTANES,NSW,-33.8262187,150.9414378
GRIFFIN,QLD,-27.2634065,153.0310025
GRIFFITH,ACT,-35.3253499,149.1371297
GRIFFITH,NSW,-34.334545,146.0081042
GROSE WOLD,NSW,-33.6030113,150.6745178
GROVEDALE,VIC,-38.2021549,144.3312609
GROVELY,QLD,-27.4045829,152.9625215
GUILDFORD,NSW,-33.8561049,150.9939232
GUILDFORD,WA,-31.8985059,115.9702294
GULARGAMBONE,NSW,-31.3341979,148.4734768
GULFVIEW HEIGHTS,SA,-34.7955526,138.6693829
GULGONG,NSW,-32.3628305,149.5338212
GULLIVER,QLD,-19.285695,146.7765125
GUMDALE,QLD,-27.4951986,153.1583601
GUMERACHA,SA,-34.8222238,138.8866916
GUNALDA,QLD,-26.004531,152.5943913
GUNBALANYA,NT,-12.324689,133.0536179
GUNBOWER,VIC,-35.957385,144.3665973
GUNDAGAI,NSW,-35.0614045,148.1059794
GUNDAROO,NSW,-35.0252793,149.267271
GUNGAHLIN,ACT,-35.1788782,149.123653
GUNN,NT,-12.4854786,130.9928365
GUNNEDAH,NSW,-31.0237593,150.2036527
GUNNING,NSW,-34.7831232,149.2659887
GUNUNA,QLD,-16.6656514,139.1806197
GUYRA,NSW,-30.21841,151.6709542
GWANDALAN,NSW,-33.1402272,151.5848804
GWELUP,WA,-31.87156,115.7993
GWYNNEVILLE,NSW,-34.4152124,150.8830961
GYMEA,NSW,-34.0341447,151.085653
GYMEA BAY,NSW,-34.0522918,151.0970783
GYMPIE,QLD,-26.1900447,152.6600256
Gladstone Park,VIC,-37.6898311,144.8944658
HABERFIELD,NSW,-33.8794325,151.1391605
HACKETT,ACT,-35.2495093,149.1635441
HACKHAM,SA,-35.1471432,138.5314176
HACKHAM WEST,SA,-35.1419186,138.5158128
HACKNEY,SA,-34.9138951,138.6163849
HADDON,VIC,-37.5891843,143.7109084
HADFIELD,VIC,-37.7101582,144.9502764
HAGLEY,TAS,-41.5261275,146.8896077
HAHNDORF,SA,-35.0288458,138.8096715
HALLAM,VIC,-38.0179565,145.2703131
HALLETT COVE,SA,-35.0726467,138.5110652
HALLS CREEK,WA,-18.2317315,127.6687281
HALLS HEAD,WA,-32.5408801,115.6987381
HAMERSLEY,WA,-31.8502941,115.8051957
HAMILTON,NSW,-32.9186415,151.7487447
HAMILTON,QLD,-27.439467,153.0642316
HAMILTON,VIC,-37.7433872,142.0242865
HAMILTON HILL,WA,-32.0845215,115.7794833
HAMILTON ISLAND,QLD,-20.3546262,148.9560518
HAMILTON SOUTH,NSW,-32.9334617,151.7477832
HAMLEY BRIDGE,SA,-34.3555673,138.6811457
HAMLYN HEIGHTS,VIC,-38.1210832,144.3240061
HAMLYN TERRACE,NSW,-33.2544444,151.4727778
HAMMOND PARK,WA,-32.1619004,115.8469467
HAMMONDVILLE,NSW,-33.9511518,150.9608619
HAMPTON,VIC,-37.9381127,145.0014764
HAMPTON PARK,VIC,-38.0367368,145.2590312
HANWOOD,NSW,-34.3301765,146.0398625
HAPPY VALLEY,SA,-35.0765679,138.5757472
