Suburb,State,AvgRating,ServiceCount,AboveAverage
ESSENDON,VIC,4.333333333333333,22,True
ESSENDON FIELDS,VIC,4.0,1,True
ESSENDON NORTH,VIC,4.333333333333333,3,True
ESTELLA,NSW,4.0,2,True
ESTELLA WAGGA WAGGA,NSW,4.0,1,True
ETHELTON,SA,,1,False
ETTALONG,NSW,4.0,1,True
EUDUNDA,SA,4.0,1,True
EUGOWRA,NSW,,1,False
EUMEMMERRING,VIC,4.0,1,True
EUMUNDI,QLD,4.0,2,True
EUNGAI CREEK,NSW,4.0,1,True
EUNGELLA,QLD,4.0,1,True
EUREKA,VIC,3.0,1,False
EUROA,VIC,4.0,4,True
EUSTON,NSW,4.0,1,True
EVANDALE,SA,4.0,1,True
EVANDALE,TAS,4.0,1,True
EVANS HEAD,NSW,5.0,3,True
EVANSTON,SA,4.4,5,True
EVANSTON GARDENS,SA,,1,False
EVANSTON PARK,SA,4.0,2,True
EVANSTON SOUTH,SA,5.0,2,True
EVATT,ACT,4.0,5,True
EVELEIGH,NSW,4.5,2,True
EVERARD PARK,SA,4.0,1,True
EVERTON,VIC,4.0,1,True
EVERTON HILLS,QLD,4.166666666666667,6,True
EVERTON PARK,QLD,4.625,9,True
EXETER,NSW,4.0,1,True
EXETER,TAS,4.0,1,True
EXFORD,VIC,4.0,1,True
EXMOUTH,WA,4.0,1,True
EXPORT PARK,SA,5.0,1,True
EYNESBURY,VIC,4.333333333333333,3,True
EYRE,SA,4.0,1,True
FADDEN,ACT,4.333333333333333,3,True
FAIRFIELD,NSW,4.0,15,True
FAIRFIELD,VIC,4.25,4,True
FAIRFIELD HEIGHTS,NSW,4.0,1,True
FAIRFIELD WATERS TOWNSVILLE,QLD,4.0,1,True
FAIRFIELD WEST,NSW,4.5,2,True
FAIRLIGHT,NSW,4.0,3,True
FAIRVIEW PARK,SA,4.0,4,True
FAIRY MEADOW,NSW,4.0,6,True
FALCON,WA,3.5,2,False
FALLS CREEK,NSW,4.0,1,True
FALLS CREEK,VIC,4.0,1,True
FARMBOROUGH HEIGHTS,NSW,4.0,1,True
FARNBOROUGH,QLD,4.0,1,True
FARRAR,NT,3.5,2,False
FARRER,ACT,4.0,2,True
FASSIFERN,NSW,4.0,1,True
FAULCONBRIDGE,NSW,4.333333333333333,3,True
FAWKNER,VIC,4.111111111111111,10,True
FELIXSTOW,SA,3.5,2,False
FERN BAY,NSW,4.333333333333333,3,True
FERNTREE GULLY,VIC,4.105263157894737,21,True
FERNVALE,QLD,4.5,3,True
FERNY CREEK,VIC,4.0,1,True
FERNY GROVE,QLD,4.2,5,True
FERNY HILLS,QLD,4.4,5,True
FIG TREE POCKET,QLD,4.2,5,True
FIGTREE,NSW,4.428571428571429,7,True
FINDON,SA,3.6666666666666665,3,False
FINLEY,NSW,3.5,2,False
FISH CREEK,VIC,4.0,2,True
FITZGIBBON,QLD,4.0,1,True
FITZROY,SA,,1,False
FITZROY,VIC,4.142857142857143,8,True
FITZROY CROSSING,WA,3.0,1,False
FITZROY NORTH,VIC,4.444444444444445,9,True
FIVE DOCK,NSW,3.8461538461538463,13,False
FLAGSTAFF HILL,SA,4.0,4,True
FLAGSTONE,QLD,,3,False
FLEMINGTON,VIC,4.222222222222222,9,True
FLETCHER,NSW,4.0,5,True
FLINDERS,NSW,4.2,6,True
FLINDERS,VIC,5.0,1,True
FLINDERS ISLAND,TAS,3.0,1,False
FLINDERS PARK,SA,4.333333333333333,3,True
FLINDERS VIEW,QLD,5.0,2,True
FLORAVILLE,NSW,4.0,4,True
FLOREAT,WA,3.8,6,False
FLOREY,ACT,4.0,3,True
FLOWERDALE,VIC,4.0,2,True
FLYNN,ACT,4.5,2,True
FOOTSCRAY,VIC,4.076923076923077,15,True
FORBES,NSW,4.2,7,True
FORDE,ACT,4.333333333333333,3,True
FOREST GLEN,QLD,4.333333333333333,3,True
FOREST HILL,NSW,3.6666666666666665,3,False
FOREST HILL,QLD,3.0,1,False
FOREST HILL,VIC,4.125,9,True
FOREST LAKE,QLD,3.909090909090909,11,False
FOREST LODGE,NSW,4.0,1,True
FORESTDALE,QLD,4.0,1,True
FORESTVILLE,NSW,4.0,8,True
FORREST,ACT,4.0,3,True
FORREST,VIC,4.0,1,True
FORRESTDALE,WA,4.0,4,True
FORRESTERS BEACH,NSW,4.0,2,True
FORRESTFIELD,WA,3.7777777777777777,9,False
FORSTER,NSW,4.25,8,True
FORTH,TAS,4.0,1,True
FORTITUDE VALLEY,QLD,4.4,6,True
FOSTER,VIC,5.0,2,True
FOUNTAINDALE,NSW,4.0,2,True
FRANKLIN,ACT,3.6666666666666665,3,False
FRANKSTON,VIC,4.36,29,True
FRANKSTON NORTH,VIC,4.333333333333333,6,True
FRANKSTON SOUTH,VIC,4.285714285714286,9,True
FRASER,ACT,3.5,2,False
FRASER RISE,VIC,4.0,2,True
FREDERICKTON,NSW,4.0,1,True
FREDS PASS,NT,4.0,1,True
FREELING,SA,4.0,3,True
FREEMANS REACH,NSW,4.0,2,True
FREMANTLE,WA,4.333333333333333,5,True
FRENCHS FOREST,NSW,4.222222222222222,9,True
FRENCHVILLE,QLD,4.0,4,True
FRESHWATER,NSW,4.166666666666667,6,True
FRESHWATER,QLD,3.5,2,False
FRESHWATER CREEK,VIC,5.0,1,True
FULHAM,SA,4.0,1,True
FULHAM GARDENS,SA,5.0,1,True
FULLARTON,SA,4.333333333333333,3,True
FURNISSDALE,WA,,1,False
FYSHWICK,ACT,4.0,2,True
Forrestfield,WA,,1,False
GALIWINKU,NT,4.0,1,True
GALSTON,NSW,5.0,2,True
GANMAIN,NSW,4.0,1,True
GAPUWIYAK,NT,4.0,1,True
GARBUTT,QLD,4.0,2,True
GARDEN SUBURB,NSW,4.0,3,True
GARFIELD,VIC,4.0,2,True
GARRAN,ACT,4.5,6,True
GATESHEAD,NSW,4.25,5,True
GATTON,QLD,4.142857142857143,7,True
GAVEN,QLD,4.0,4,True
GAWLER,SA,4.0,4,True
GAWLER EAST,SA,4.0,4,True
GAWLER SOUTH,SA,5.0,1,True
GAYNDAH,QLD,4.0,2,True
GAYTHORNE,QLD,4.0,2,True
GEEBUNG,QLD,4.166666666666667,7,True
GEELONG,VIC,4.25,5,True
GEELONG EAST,VIC,,1,False
GEELONG NORTH,VIC,4.333333333333333,3,True
GEELONG WEST,VIC,3.8,5,False
GEEVESTON,TAS,4.0,1,True
GELORUP,WA,4.0,1,True
GEMBROOK,VIC,4.333333333333333,3,True
GEORGE TOWN,TAS,4.0,1,True
GEORGES HALL,NSW,4.2,10,True
GEORGETOWN,QLD,3.0,2,False
GERALDTON,WA,3.8,10,False
GERRINGONG,NSW,4.5,4,True
GILGANDRA,NSW,4.5,2,True
GILLEN,NT,4.0,2,True
GILLES PLAINS,SA,4.0,5,True
GILLIESTON HEIGHTS,NSW,4.333333333333333,3,True
GILMORE,ACT,4.0,2,True
GILSTON,QLD,4.5,2,True
GIN GIN,QLD,3.5,2,False
GINGIN,WA,4.0,1,True
GIRALANG,ACT,4.0,3,True
GIRGARRE,VIC,4.0,1,True
GIRRAWEEN,NSW,4.0,4,True
GIRRAWEEN,NT,5.0,2,True
GIRRAWHEEN,WA,4.0,2,True
GIRU,QLD,4.0,1,True
GISBORNE,VIC,4.571428571428571,7,True
GLADESVILLE,NSW,4.333333333333333,12,True
GLADSTONE,QLD,4.529411764705882,17,True
GLADSTONE,SA,5.0,1,True
GLADSTONE CENTRAL,QLD,4.0,2,True
GLADSTONE PARK,VIC,3.6666666666666665,3,False
GLADSTONE WEST,QLD,,1,False
GLADYSDALE,VIC,,1,False
GLANDORE,SA,4.0,2,True
GLASSHOUSE MOUNTAINS,QLD,4.0,3,True
GLEBE,NSW,4.444444444444445,10,True
GLEDSWOOD HILLS,NSW,4.666666666666667,4,True
GLEN FORREST,WA,4.0,1,True
GLEN HUNTLY,VIC,4.25,4,True
GLEN INNES,NSW,3.6666666666666665,3,False
GLEN IRIS,VIC,4.294117647058823,18,True
GLEN IRIS,WA,4.0,3,True
GLEN OSMOND,SA,4.0,2,True
GLEN WAVERLEY,VIC,4.407407407407407,31,True
GLEN WILLIAM,NSW,,1,False
GLENALTA,SA,4.0,1,True
GLENBROOK,NSW,4.5,4,True
GLENCOE,SA,5.0,1,True
GLENDALE,NSW,4.0,7,True
GLENDALOUGH,WA,3.0,1,False
GLENDEN,QLD,,1,False
GLENDENNING,NSW,4.285714285714286,7,True
GLENEAGLE,QLD,4.0,2,True
GLENELG,SA,4.0,2,True
GLENELG  ,SA,4.0,1,True
GLENELG EAST,SA,4.0,3,True
GLENELG NORTH,SA,4.25,5,True
GLENELLA,QLD,3.5,2,False
GLENFIELD,NSW,4.0,6,True
GLENFIELD PARK,NSW,4.0,1,True
GLENGARRY,VIC,4.0,2,True
GLENGOWRIE,SA,4.0,1,True
GLENHAVEN,NSW,4.25,4,True
GLENMORE PARK,NSW,4.0,14,True
GLENORCHY,TAS,4.6,5,True
GLENORIE,NSW,4.0,5,True
GLENREAGH,NSW,4.0,1,True
GLENROWAN,VIC,4.0,2,True
GLENROY,NSW,4.0,1,True
GLENROY,VIC,4.235294117647059,18,True
GLENSIDE,SA,4.0,2,True
GLENVALE,QLD,3.5,2,False
GLENVIEW,QLD,4.0,1,True
GLENWOOD,NSW,4.2,10,True
GLOSSODIA,NSW,4.0,2,True
GLOSSOP,SA,4.0,1,True
GLOUCESTER,NSW,4.25,4,True
GLYNDE,SA,4.0,1,True
GOL GOL,NSW,4.0,2,True
GOLDEN BAY,WA,4.0,4,True
GOLDEN BEACH,QLD,5.0,2,True
GOLDEN GROVE,SA,3.6666666666666665,10,False
GOLDEN SQUARE,VIC,4.2,5,True
GOOBURRUM,QLD,3.0,1,False
GOODNA,QLD,3.8823529411764706,17,False
GOODOOGA,NSW,4.0,1,True
GOODWOOD,SA,4.166666666666667,6,True
GOOGONG,NSW,3.6666666666666665,3,False
GOOLGOWI,NSW,4.0,1,True
GOOLWA,SA,3.6666666666666665,3,False
GOOMALLING,WA,4.0,1,True
GOOMBOORIAN,QLD,4.0,1,True
GOONDIWINDI,QLD,3.5714285714285716,7,False
GOONELLABAH,NSW,4.222222222222222,10,True
GOORNONG,VIC,,1,False
GOOSEBERRY HILL,WA,4.0,1,True
GORDON,ACT,3.8,5,False
GORDON,NSW,4.25,4,True
GORDON,VIC,4.0,1,True
GORDON EAST,NSW,4.0,1,True
GORDON PARK,QLD,4.0,1,True
GORDONVALE,QLD,3.6,5,False
GORMANDALE,VIC,4.0,2,True
GOROKAN,NSW,4.4,5,True
GOROKE,VIC,4.0,1,True
GOSFORD,NSW,4.0,7,True
GOSNELLS,WA,3.888888888888889,9,False
GOULBURN,NSW,3.8823529411764706,17,False
GOWANBRAE,VIC,5.0,1,True
GOWRIE,ACT,4.4,5,True
GOWRIE JUNCTION,QLD,3.0,2,False
GRACEMERE,QLD,4.142857142857143,8,True
GRACEVILLE,QLD,3.75,4,False
GRAFTON,NSW,4.1,11,True
GRAFTON SOUTH,NSW,4.0,1,True
GRAHAMVALE,VIC,,1,False
GRANGE,QLD,5.0,2,True
GRANGE,SA,4.0,3,True
GRANTHAM FARM,NSW,4.0,3,True
GRANVILLE,NSW,4.0,13,True
GRANVILLE,QLD,4.0,2,True
GRAY,NT,4.0,6,True
GRAYS POINT,NSW,4.666666666666667,3,True
GREEN POINT,NSW,4.5,6,True
GREEN VALLEY,NSW,3.9,10,False
GREENACRE,NSW,3.9047619047619047,22,False
GREENACRES,SA,4.0,4,True
GREENBANK,QLD,3.5,8,False
GREENFIELD PARK,NSW,3.5,2,False
GREENFIELDS,WA,4.0,4,True
GREENHILL,NSW,4.0,1,True
GREENMOUNT,WA,4.0,1,True
GREENSBOROUGH,VIC,4.368421052631579,20,True
GREENSLOPES,QLD,4.0,3,True
GREENVALE,VIC,4.0,15,True
GREENWAY,ACT,4.0,4,True
GREENWICH,NSW,4.5,2,True
GREENWITH,SA,4.0,3,True
GREENWOOD,WA,4.0,7,True
GREGORY HILLS,NSW,3.8333333333333335,6,False
GRENFELL,NSW,3.0,1,False
GRETA,NSW,4.25,4,True
GRETA SOUTH,VIC,3.0,1,False
GREYSTANES,NSW,3.9444444444444446,20,False
GRIFFIN,QLD,4.0,5,True
GRIFFITH,ACT,4.666666666666667,3,True
GRIFFITH,NSW,4.222222222222222,9,True
GROSE WOLD,NSW,,1,False
GROVEDALE,VIC,4.083333333333333,12,True
GROVELY,QLD,4.0,2,True
GUILDFORD,NSW,3.8823529411764706,18,False
GUILDFORD,WA,4.0,2,True
GULARGAMBONE,NSW,4.0,1,True
GULFVIEW HEIGHTS,SA,4.0,1,True
GULGONG,NSW,4.0,2,True
GULLIVER,QLD,4.333333333333333,3,True
GUMDALE,QLD,4.25,4,True
GUMERACHA,SA,4.0,3,True
GUNALDA,QLD,4.0,1,True
GUNBALANYA,NT,3.5,2,False
GUNBOWER,VIC,5.0,1,True
GUNDAGAI,NSW,4.5,2,True
GUNDAROO,NSW,4.0,2,True
GUNGAHLIN,ACT,4.153846153846154,13,True
GUNN,NT,4.0,1,True
GUNNEDAH,NSW,3.909090909090909,11,False
GUNNING,NSW,4.5,2,True
GUNUNA,QLD,4.0,1,True
GUYRA,NSW,3.0,1,False
GWANDALAN,NSW,4.0,2,True
GWELUP,WA,4.0,2,True
GWYNNEVILLE,NSW,4.4,6,True
GYMEA,NSW,4.181818181818182,11,True
GYMEA BAY,NSW,4.0,3,True
GYMPIE,QLD,4.125,16,True
Gladstone Park,VIC,,1,False
HABERFIELD,NSW,3.857142857142857,8,False
HACKETT,ACT,5.0,3,True
HACKHAM,SA,4.333333333333333,3,True
HACKHAM WEST,SA,5.0,3,True
HACKNEY,SA,,1,False
HADDON,VIC,4.333333333333333,3,True
HADFIELD,VIC,4.333333333333333,4,True
HAGLEY,TAS,4.0,1,True
HAHNDORF,SA,4.2,5,True
HALLAM,VIC,3.6666666666666665,6,False
HALLETT COVE,SA,4.1,10,True
HALLS CREEK,WA,4.0,1,True
HALLS HEAD,WA,4.0,8,True
HAMERSLEY,WA,3.8,6,False
HAMILTON,NSW,4.0,3,True
HAMILTON,QLD,4.0,6,True
HAMILTON,VIC,3.875,8,False
HAMILTON HILL,WA,4.0,5,True
HAMILTON ISLAND,QLD,4.0,1,True
HAMILTON SOUTH,NSW,5.0,1,True
HAMLEY BRIDGE,SA,4.0,1,True
HAMLYN HEIGHTS,VIC,4.0,2,True
HAMLYN TERRACE,NSW,3.6666666666666665,3,False
HAMMOND PARK,WA,4.0,8,True
HAMMONDVILLE,NSW,4.0,5,True
HAMPTON,VIC,4.5,8,True
HAMPTON PARK,VIC,4.25,19,True
HANWOOD,NSW,3.0,1,False
HAPPY VALLEY,SA,4.0,6,True
HARBORD,NSW,4.5,2,True
HARCOURT,VIC,4.0,2,True
HARDEN,NSW,5.0,1,True
HARGRAVES,NSW,,1,False
HARKAWAY,VIC,4.0,1,True
HARKNESS,VIC,4.0,1,True
HARLAXTON,QLD,,1,False
HARRIETVILLE,VIC,5.0,2,True
HARRINGTON,NSW,4.0,2,True
HARRINGTON PARK,NSW,4.2,5,True
HARRIS PARK,NSW,3.6,5,False
HARRISDALE,WA,4.428571428571429,7,True
HARRISON,ACT,4.6,5,True
HARRISTOWN,QLD,3.6,5,False
HARVEY,WA,4.0,3,True
HARWOOD,NSW,4.0,1,True
HASSALL GROVE,NSW,4.333333333333333,3,True
HASTINGS,VIC,4.428571428571429,7,True
HATTON VALE,QLD,4.0,4,True
HAVENVIEW,TAS,4.0,1,True
HAWKER,ACT,4.5,2,True
HAWKER,SA,4.0,1,True
HAWKESDALE,VIC,4.0,2,True
HAWKS NEST,NSW,4.0,1,True
HAWTHORN,SA,4.5,2,True
HAWTHORN,VIC,4.416666666666667,13,True
HAWTHORN EAST,VIC,4.5,8,True
HAWTHORNDENE,SA,4.5,2,True
HAWTHORNE,QLD,4.0,1,True
HAY,NSW,4.0,3,True
HAYBOROUGH,SA,4.0,1,True
HAYMARKET,NSW,4.0,1,True
HAYNES,WA,4.0,1,True
HAYWARDS BAY,NSW,4.0,1,True
HAZELBROOK,NSW,4.0,4,True
HAZELMERE,WA,,1,False
HAZELWOOD NORTH,VIC,,1,False
HAZELWOOD PARK,SA,5.0,1,True
HEALESVILLE,VIC,4.333333333333333,6,True
HEATHCOTE,NSW,4.25,4,True
HEATHCOTE,VIC,4.5,2,True
HEATHERBRAE,NSW,4.0,1,True
HEATHERTON,VIC,4.0,1,True
HEATHMONT,VIC,4.333333333333333,4,True
HEATHMONT EAST,VIC,4.2,5,True
HEATHRIDGE,WA,3.6666666666666665,3,False
HEATHWOOD,QLD,3.5,2,False
HEATLEY,QLD,4.0,4,True
HEBERSHAM,NSW,4.5,2,True
HECKENBERG,NSW,4.0,3,True
HECTORVILLE,SA,3.6666666666666665,3,False
HEIDELBERG,VIC,4.428571428571429,7,True
HEIDELBERG HEIGHTS,VIC,4.0,4,True
HEIDELBERG WEST,VIC,4.25,4,True
HELENA VALLEY,WA,4.0,2,True
HELENSBURGH,NSW,4.166666666666667,6,True
HELENSVALE,QLD,4.0,9,True
HELIDON,QLD,4.0,1,True
HENDRA,QLD,4.0,4,True
HENLEY,NSW,4.0,2,True
HENLEY BEACH,SA,4.5,4,True
HENLEY BEACH SOUTH,SA,4.0,1,True
HENLEY BROOK,WA,,1,False
HENTY,NSW,4.5,3,True
HEPBURN,VIC,5.0,1,True
HERITAGE PARK,QLD,3.0,4,False
HERMANNSBURG,NT,4.0,1,True
HERMIT PARK,QLD,5.0,1,True
HERNE HILL,VIC,4.0,3,True
HERNE HILL,WA,3.0,1,False
HERSTON,QLD,4.5,5,True
HERVEY BAY,QLD,4.571428571428571,7,True
HESKET,VIC,4.0,1,True
HEWETT,SA,4.666666666666667,3,True
HEYFIELD,VIC,4.5,2,True
HEYWOOD,VIC,4.0,2,True
HIGGINS,ACT,3.0,1,False
HIGH WYCOMBE,WA,3.857142857142857,8,False
HIGHBURY,SA,5.0,2,True
HIGHETT,VIC,4.333333333333333,3,True
HIGHFIELDS,NSW,4.0,1,True
HIGHFIELDS,QLD,3.888888888888889,9,False
HIGHGATE,SA,4.5,4,True
HIGHGATE,WA,4.0,4,True
HIGHLAND PARK,QLD,4.0,2,True
HIGHTON,VIC,4.444444444444445,10,True
HILBERT,WA,4.0,3,True
HILL END,QLD,5.0,1,True
HILL TOP,NSW,4.0,2,True
HILLARYS,WA,3.75,4,False
HILLBANK,SA,3.0,1,False
HILLCREST,QLD,4.0,5,True
HILLCREST,SA,3.6666666666666665,3,False
HILLMAN,WA,3.5,2,False
HILLSDALE,NSW,5.0,1,True
HILLSIDE,VIC,4.0,12,True
HILLSTON,NSW,4.0,2,True
HILLVUE,NSW,4.0,1,True
HILTON,WA,4.0,6,True
HINCHINBROOK,NSW,3.8,6,False
HINTON,NSW,4.0,1,True
HMAS CERBERUS,VIC,5.0,1,True
HOBART,TAS,3.8333333333333335,6,False
HOBARTVILLE,NSW,4.0,2,True
HOCKING,WA,3.8,5,False
HOLBROOK,NSW,3.5,2,False
HOLDEN HILL,SA,4.0,2,True
HOLDER,ACT,4.25,4,True
HOLGATE,NSW,4.0,1,True
HOLLAND PARK,QLD,4.2,10,True
HOLLAND PARK WEST,QLD,4.0,3,True
HOLLOWAYS BEACH,QLD,5.0,1,True
HOLMESVILLE,NSW,4.0,1,True
HOLMVIEW,QLD,4.0,1,True
HOLROYD,NSW,4.0,1,True
HOLSWORTHY,NSW,4.25,8,True
HOLT,ACT,4.25,5,True
HOME HILL,QLD,4.0,3,True
HOMEBUSH,NSW,4.2,5,True
HOMEBUSH BAY,NSW,4.0,1,True
HOMEBUSH WEST,NSW,3.8,5,False
HOPE ISLAND,QLD,4.0,4,True
HOPE VALE,QLD,3.0,1,False
HOPE VALLEY,SA,4.0,7,True
HOPETOUN,VIC,4.0,1,True
HOPETOUN,WA,3.0,1,False
HOPPERS CROSSING,VIC,4.32258064516129,35,True
HORN ISLAND,QLD,3.0,1,False
HORNINGSEA PARK,NSW,4.0,2,True
HORNSBY,NSW,4.0476190476190474,21,True
HORNSBY HEIGHTS,NSW,4.0,5,True
HORSHAM,VIC,4.0,11,True
HORSLEY,NSW,3.6666666666666665,3,False
HORSLEY PARK,NSW,3.6666666666666665,3,False
HOVE,SA,3.75,4,False
HOWARD SPRINGS,NT,3.8,5,False
HOWLONG,NSW,4.5,2,True
HOWRAH,TAS,4.25,4,True
HOXTON PARK,NSW,4.0,6,True
HUGHENDEN,QLD,4.0,1,True
HUGHES,ACT,4.0,3,True
HUGHESDALE,VIC,4.5,6,True
HUMPTY DOO,NT,4.0,5,True
HUMULA,NSW,4.0,1,True
HUNTERS HILL,NSW,4.25,8,True
HUNTFIELD HEIGHTS,SA,4.0,3,True
HUNTINGDALE,WA,4.0,5,True
HUNTINGWOOD,NSW,5.0,1,True
HUNTLY,VIC,4.5,2,True
HUONVILLE,TAS,4.0,3,True
HURLSTONE PARK,NSW,3.75,4,False
HURSTBRIDGE,VIC,4.5,4,True
HURSTVILLE,NSW,4.041666666666667,26,True
HURSTVILLE GROVE,NSW,4.333333333333333,3,True
HUSKISSON,NSW,5.0,1,True
HYDE PARK,QLD,3.5,2,False
HYDE PARK,SA,3.0,1,False
HYDEN,WA,4.0,1,True
Howlong,NSW,,1,False
IDALIA,QLD,3.75,5,False
ILFORD,NSW,,1,False
ILLAWONG,NSW,4.25,4,True
ILUKA,NSW,4.0,2,True
ILUKA,WA,4.0,1,True
IMBIL,QLD,4.0,1,True
INALA,QLD,3.75,13,False
INDOOROOPILLY,QLD,4.2,10,True
INDULKANA,SA,5.0,1,True
INGHAM,QLD,3.75,4,False
INGLE FARM,SA,4.285714285714286,8,True
INGLEBURN,NSW,3.909090909090909,12,False
INGLEWOOD,QLD,4.0,1,True
INGLEWOOD,VIC,4.0,2,True
INGLEWOOD,WA,3.8333333333333335,6,False
INJINOO,QLD,4.0,1,True
INJUNE,QLD,4.0,1,True
INNALOO,WA,3.3333333333333335,4,False
INNES PARK NORTH,QLD,3.0,1,False
INNISFAIL,QLD,4.25,4,True
INVERELL,NSW,4.2,10,True
INVERLEIGH,VIC,4.0,2,True
INVERLOCH,VIC,4.0,3,True
INVERMAY,TAS,4.0,3,True
INVERMAY,VIC,,1,False
IPSWICH,QLD,4.25,4,True
IRYMPLE,VIC,4.666666666666667,4,True
ISAACS,ACT,4.0,1,True
ISABELLA PLAINS,ACT,4.333333333333333,3,True
ISLE OF CAPRI,QLD,4.0,2,True
ISLINGTON,NSW,4.0,1,True
IVANHOE,VIC,4.454545454545454,12,True
IVANHOE EAST,VIC,4.0,2,True
IVANHOE WEST,VIC,4.0,1,True
JABIRU,NT,4.0,2,True
JACKASS FLAT,VIC,4.0,1,True
JAMBEROO,NSW,5.0,2,True
JAMBOREE HEIGHTS,QLD,4.5,2,True
JAMESTOWN,SA,4.333333333333333,3,True
JAMISONTOWN,NSW,4.0,2,True
JAN JUC,VIC,5.0,2,True
JANDAKOT,WA,4.0,2,True
JANDOWAE,QLD,3.0,1,False
JANNALI,NSW,4.2,10,True
JENSEN,QLD,4.0,2,True
JEPARIT,VIC,4.0,1,True
JERILDERIE,NSW,4.0,1,True
JERRABOMBERRA,NSW,4.0,4,True
JERRAMUNGUP,WA,4.0,1,True
JERVIS BAY,ACT,4.5,2,True
JESMOND,NSW,4.333333333333333,4,True
JEWELLS,NSW,4.0,2,True
JIGGI,NSW,4.0,1,True
JIMBOOMBA,QLD,4.066666666666666,15,True
JIMBOOMBA ,QLD,4.0,1,True
JINDABYNE,NSW,4.5,3,True
JINDALEE,QLD,4.666666666666667,3,True
JINDALEE,WA,4.0,3,True
JINDERA,NSW,4.0,4,True
JINGILI,NT,2.6666666666666665,3,False
JONES HILL,QLD,4.0,1,True
JOONDALUP,WA,3.888888888888889,9,False
JOONDANNA,WA,3.6666666666666665,3,False
JORDAN SPRINGS,NSW,4.0,2,True
JUBILEE POCKET,QLD,3.0,1,False
JUGIONG,NSW,,1,False
JULIA CREEK,QLD,4.0,1,True
JUNCTION VILLAGE,VIC,,2,False
JUNEE,NSW,4.333333333333333,3,True
JURIEN BAY,WA,4.0,1,True
KADINA,SA,4.25,4,True
KAHIBAH,NSW,4.0,2,True
KALAMUNDA,WA,4.0,3,True
KALANG,NSW,4.0,1,True
KALANGADOO,SA,4.0,1,True
KALBAR,QLD,4.0,2,True
KALBARRI,WA,3.0,1,False
KALEEN,ACT,4.5,7,True
KALGOORLIE,WA,3.857142857142857,7,False
KALKALLO,VIC,4.0,7,True
KALKARINDJI,NT,3.0,1,False
KALKIE,QLD,4.0,1,True
KALLANGUR,QLD,4.071428571428571,15,True
KALLAROO,WA,4.0,3,True
KALLISTA,VIC,4.0,2,True
KAMBAH,ACT,4.333333333333333,12,True
KAMBALDA WEST,WA,4.0,1,True
KAMERUNGA,QLD,4.0,2,True
KANAHOOKA,NSW,4.0,2,True
KANDOS,NSW,4.0,1,True
KANGAROO FLAT,VIC,4.444444444444445,9,True
KANGAROO GROUND,VIC,4.5,2,True
KANGAROO INN,SA,4.0,1,True
KANGAROO POINT,QLD,4.0,2,True
KANGAROO VALLEY,NSW,4.0,1,True
KANIMBLA,QLD,4.0,1,True
KANIVA,VIC,4.0,1,True
KANWAL,NSW,4.25,4,True
KAPOOKA MILPO,NSW,4.0,1,True
KAPUNDA,SA,4.666666666666667,3,True
KARABAR,NSW,4.5,2,True
KARALEE,QLD,4.25,4,True
KARAMA,NT,3.5,4,False
KARANA DOWNS,QLD,4.333333333333333,3,True
KARAWARA,WA,4.0,1,True
KARAWATHA,QLD,4.0,1,True
KARCULTABY,SA,4.0,1,True
KARDINYA,WA,4.0,3,True
KAREELA,NSW,4.0,2,True
KARINGAL,VIC,4.0,1,True
KARIONG,NSW,4.285714285714286,7,True
KAROONDA,SA,3.0,1,False
KARRABIN,QLD,4.5,2,True
KARRATHA,WA,3.5,4,False
KARRINYUP,WA,3.888888888888889,9,False
KARUAH,NSW,4.0,2,True
KARUMBA,QLD,4.0,1,True
KATAMATITE,VIC,4.0,1,True
KATANDRA WEST,VIC,4.0,2,True
KATANNING,WA,3.5,2,False
KATHERINE,NT,3.5714285714285716,7,False
KATHERINE EAST,NT,4.333333333333333,4,True
KATHERINE SOUTH,NT,3.0,1,False
KATOOMBA,NSW,4.166666666666667,6,True
KATUNGA,VIC,,1,False
KAWANA,QLD,4.0,2,True
KAWUNGAN,QLD,4.5,2,True
KEALBA,VIC,4.5,4,True
KEARNEYS SPRING,QLD,5.0,3,True
KEARNS,NSW,3.5,2,False
KEDRON,QLD,4.375,8,True
KEILOR,VIC,4.375,8,True
KEILOR DOWNS,VIC,4.0,8,True
KEILOR EAST,VIC,4.5,8,True
KEILOR PARK,VIC,5.0,1,True
KEIRAVILLE,NSW,4.5,2,True
KEITH,SA,4.0,1,True
KELLYVILLE,NSW,3.9583333333333335,25,False
KELLYVILLE RIDGE,NSW,4.333333333333333,6,True
KELMSCOTT,WA,3.7777777777777777,10,False
KELSO,NSW,3.8,5,False
KELSO,QLD,4.0,5,True
KELVIN GROVE,QLD,4.0,4,True
KEMPS CREEK,NSW,4.0,1,True
KEMPSEY,NSW,4.375,8,True
KEMPTON,TAS,4.0,1,True
KENDALL,NSW,4.5,2,True
KENMORE,QLD,4.166666666666667,13,True
KENMORE HILLS,QLD,4.0,1,True
KENNINGTON,VIC,4.0,4,True
KENSINGTON,NSW,4.25,8,True
KENSINGTON,SA,4.25,4,True
KENSINGTON,VIC,4.75,4,True
KENSINGTON,WA,4.2,5,True
KENSINGTON GARDENS,SA,5.0,1,True
KENSINGTON PARK,SA,4.333333333333333,3,True
KENT TOWN,SA,4.5,2,True
KENTHURST,NSW,4.0,7,True
KENWICK,WA,4.0,3,True
